"","Screen","Name","marker"
"722","Conventional","Prochloraz (parent)","X"
"723","Conventional","Procymidone","X"
"724","Conventional","Profenofos","X"
"725","Conventional","Propachlor (parent)","X"
"726","Conventional","Propargite","X"
"727","Conventional","Propiconazole","X"
"728","Conventional","Prothiofos","X"
"729","Conventional","Pymetrozine","X"
"730","Conventional","Pyraclostrobin","X"
"731","Conventional","Pyrethrins","X"
"732","Conventional","Pyrimethanil","X"
"733","Conventional","Pyriproxyfen","X"
"734","Conventional","Quintozene","X"
"735","Conventional","Spinosyn A","X"
"736","Conventional","Spinosyn D","X"
"737","Conventional","Spirotetramat (parent)","X"
"738","Conventional","Sulfoxaflor","X"
"739","Conventional","Fluvalinate-tau","X"
"740","Conventional","Tebuconazole","X"
"741","Conventional","Tebufenozide","X"
"742","Conventional","Tebufenpyrad","X"
"743","Conventional","Terbufos (parent)","X"
"744","Conventional","Tetradifon","X"
"745","Conventional","Thiabendazole","X"
"746","Conventional","Thiacloprid","X"
"747","Conventional","Thiamethoxam","X"
"748","Conventional","Tolclofos-methyl","X"
"749","Conventional","Triadimefon (parent)","X"
"750","Conventional","Triadimenol","X"
"751","Conventional","Trichlorfon","X"
"752","Conventional","Trifloxystrobin","X"
"753","Conventional","Vinclozolin","X"
"754","Supermarket","Acephate","X"
"755","Supermarket","Acetamiprid","X"
"756","Supermarket","Aldicarb (incl sulfoxide & sulfone)","X"
"757","Supermarket","Aldrin","X"
"758","Supermarket","Atrazine","X"
"759","Supermarket","Azinphos-ethyl","X"
"760","Supermarket","Azinphos-methyl","X"
"761","Supermarket","Azoxystrobin","X"
"762","Supermarket","Benalaxyl","X"
"763","Supermarket","Benomyl","X"
"764","Supermarket","Benzyladenine","X"
"765","Supermarket","Bifenthrin","X"
"766","Supermarket","Bioresmethrin","X"
"767","Supermarket","Bitertanol","X"
"768","Supermarket","Boscalid","X"
"769","Supermarket","Bromacil","X"
"770","Supermarket","Bromophos-ethyl","X"
"771","Supermarket","Buprofezin","X"
"772","Supermarket","Captan","X"
"773","Supermarket","Carbaryl","X"
"774","Supermarket","Carbendazim","X"
"775","Supermarket","Carbophenothion","X"
"776","Supermarket","Carfentrazone-ethyl","X"
"777","Supermarket","Chlorantraniliprole","X"
"778","Supermarket","Chlordane","X"
"779","Supermarket","Chlorfenapyr","X"
"780","Supermarket","Chlorfenvinphos","X"
"781","Supermarket","Chlorothalonil","X"
"782","Supermarket","Chlorpyrifos","X"
"783","Supermarket","Chlorpyrifos-methyl","X"
"784","Supermarket","Chlorthal-dimethyl","X"
"785","Supermarket","Clofentezine","X"
"786","Supermarket","Clothianidin","X"
"787","Supermarket","Coumaphos","X"
"788","Supermarket","Cyfluthrin","X"
"789","Supermarket","Cyfluthrin - b.","X"
"790","Supermarket","Cyhalothrin","X"
"791","Supermarket","Cyhalothrin - l.","X"
"792","Supermarket","Cypermethrin","X"
"793","Supermarket","Cypermethrin - a.","X"
"794","Supermarket","Cyproconazole","X"
"795","Supermarket","Cyprodinil","X"
"796","Supermarket","DDD (o,p)","X"
"797","Supermarket","p""-DDD","X"
"798","Supermarket","DDE (o,p)","X"
"799","Supermarket","p""-DDE","X"
"800","Supermarket","DDT (o,p)","X"
"801","Supermarket","p""-DDT","X"
"802","Supermarket","DDT - Total","X"
"803","Supermarket","Deltamethrin","X"
"804","Supermarket","Demeton-s-methyl","X"
"805","Supermarket","Diazinon","X"
"806","Supermarket","Dichlorvos","X"
"807","Supermarket","Diclofluanid","X"
"808","Supermarket","Dicloran","X"
"809","Supermarket","Dicofol","X"
"810","Supermarket","Dieldrin","X"
"811","Supermarket","Difenoconazole","X"
"812","Supermarket","Dimethoate","X"
"813","Supermarket","Dimethomorph","X"
"814","Supermarket","Dioxathion","X"
"815","Supermarket","Diphenylamine","X"
"816","Supermarket","Disulfoton","X"
"817","Supermarket","Dithiocarbamates","X"
"818","Supermarket","Diuron","X"
"819","Supermarket","Emamectin","X"
"820","Supermarket","Endosulphan sulphate","X"
"821","Supermarket","Endosulphan Total","X"
"822","Supermarket","Endosulphan-alpha","X"
"823","Supermarket","Endosulphan-beta","X"
"824","Supermarket","Endrin","X"
"825","Supermarket","Epoxiconazole","X"
"826","Supermarket","Esfenvalerate","X"
"827","Supermarket","Ethion","X"
"828","Supermarket","Ethofumesate","X"
"829","Supermarket","Etoxazole","X"
"830","Supermarket","Fenamiphos","X"
"831","Supermarket","Fenarimol","X"
"832","Supermarket","Fenchlorphos","X"
"833","Supermarket","Fenhexamid","X"
"834","Supermarket","Fenitrothion","X"
"835","Supermarket","Fenoxycarb","X"
"836","Supermarket","Fenpyrazamine","X"
"837","Supermarket","Fenpyroximate","X"
"838","Supermarket","Fenthion","X"
"839","Supermarket","Fenvalerate","X"
"840","Supermarket","Fipronil","X"
"841","Supermarket","Flubendiamide","X"
"842","Supermarket","Fludioxonil","X"
"843","Supermarket","Flusilazole","X"
"844","Supermarket","Fluvalinate","X"
"845","Supermarket","Formothion","X"
"846","Supermarket","HCH","X"
"847","Supermarket","HCH-alpha","X"
"848","Supermarket","HCH-delta","X"
"849","Supermarket","HCH-gamma (Lindane)","X"
"850","Supermarket","Heptachlor","X"
"851","Supermarket","Heptachlor-Epoxide","X"
"852","Supermarket","Herbicides","X"
"853","Supermarket","Hexaconazole","X"
"854","Supermarket","Hexythiazox","X"
"855","Supermarket","Imazalil","X"
"856","Supermarket","Imidacloprid","X"
"857","Supermarket","Indoxacarb","X"
"858","Supermarket","Iprodione","X"
"859","Supermarket","Isoxaben","X"
"860","Supermarket","Kresoxim-methyl","X"
"861","Supermarket","Linuron","X"
"862","Supermarket","Malathion","X"
"863","Supermarket","Mandipropamid","X"
"864","Supermarket","Metalaxyl","X"
"865","Supermarket","Methabenzthiazuron","X"
"866","Supermarket","Methacrifos","X"
"867","Supermarket","Methamidophos","X"
"868","Supermarket","Methidathion","X"
"869","Supermarket","Methiocarb","X"
"870","Supermarket","Methomyl","X"
"871","Supermarket","Methoxychlor","X"
"872","Supermarket","Methoxyfenozide","X"
"873","Supermarket","Metolachlor","X"
"874","Supermarket","Metrafenone","X"
"875","Supermarket","Metribuzin","X"
"876","Supermarket","Mevinphos","X"
"877","Supermarket","Molinate","X"
"878","Supermarket","Monocrotophos","X"
"879","Supermarket","Myclobutanil","X"
"880","Supermarket","Napropamide","X"
"881","Supermarket","Nonachlor","X"
"882","Supermarket","Norflurazon","X"
"883","Supermarket","Novaluron","X"
"884","Supermarket","2-Phenylphenol","X"
"885","Supermarket","Omethoate","X"
"886","Supermarket","Oxadixyl","X"
"887","Supermarket","Oxycarboxin","X"
"888","Supermarket","Oxyfluorfen","X"
"889","Supermarket","Paclobutrazol","X"
"890","Supermarket","Parathion","X"
"891","Supermarket","Parathion-methyl","X"
"892","Supermarket","Penconazole","X"
"893","Supermarket","Pendimethalin","X"
"894","Supermarket","Permethrin","X"
"895","Supermarket","Phenols","X"
"896","Supermarket","Phenothrin","X"
"897","Supermarket","Phorate","X"
"898","Supermarket","Phosalone","X"
"899","Supermarket","Phosmet","X"
"900","Supermarket","Phosphamidon","X"
"901","Supermarket","Piperonyl butoxide","X"
"902","Supermarket","Pirimicarb","X"
"903","Supermarket","Pirimiphos-methyl","X"
"904","Supermarket","Prochloraz","X"
"905","Supermarket","Procymidone","X"
"906","Supermarket","Profenofos","X"
"907","Supermarket","Propachlor","X"
"908","Supermarket","Propamocarb","X"
"909","Supermarket","Propargite","X"
"910","Supermarket","Propiconazole","X"
"911","Supermarket","Propyzamide","X"
"912","Supermarket","Prothiofos","X"
"913","Supermarket","Pymetrozine","X"
"914","Supermarket","Pyraclostrobin","X"
"915","Supermarket","Pyrethrins","X"
"916","Supermarket","Pyrimethanil","X"
"917","Supermarket","Pyriproxyfen","X"
"918","Supermarket","Quintozene","X"
"919","Supermarket","Simazine","X"
"920","Supermarket","Spinetoram","X"
"921","Supermarket","Spinosad","X"
"922","Supermarket","Spirotetramat","X"
"923","Supermarket","Fluvalinate-tau","X"
"924","Supermarket","Tebuconazole","X"
"925","Supermarket","Tebufenozide","X"
"926","Supermarket","Tebufenpyrad","X"
"927","Supermarket","Temephos","X"
"928","Supermarket","Terbufos","X"
"929","Supermarket","Tetradifon","X"
"930","Supermarket","Thiabendazole","X"
"931","Supermarket","Thiacloprid","X"
"932","Supermarket","Thiamethoxam","X"
"933","Supermarket","Tolclofos-methyl","X"
"934","Supermarket","Tolylfluanid","X"
"935","Supermarket","Triadimefon","X"
"936","Supermarket","Triadimenol","X"
"937","Supermarket","Triazophos","X"
"938","Supermarket","Trichlorfon","X"
"939","Supermarket","Trifloxystrobin","X"
"940","Supermarket","Trifluralin","X"
"941","Supermarket","Vamidothion","X"
"942","Supermarket","Vinclozolin","X"
