"","Screen","Name","marker"
"709","PEST08_C6","Pyrethrins","X"
"710","PEST08_C6","Pyrimethanil","X"
"711","PEST08_C6","Pyriproxyfen","X"
"712","PEST08_C6","Quintozene","X"
"713","PEST08_C6","Simazine","X"
"714","PEST08_C6","Spinetoram","X"
"715","PEST08_C6","Spinosad","X"
"716","PEST08_C6","Spirotetramat","X"
"717","PEST08_C6","Spirotetramat enol","X"
"718","PEST08_C6","Spirotetramat enol-glucoside","X"
"719","PEST08_C6","Spirotetramat-keto-hydroxy","X"
"720","PEST08_C6","Spirotetramat-mono-hydroxy","X"
"721","PEST08_C6","Tebuconazole","X"
"722","PEST08_C6","Tebufenozide","X"
"723","PEST08_C6","Tebufenpyrad","X"
"724","PEST08_C6","Terbufos","X"
"725","PEST08_C6","Tetradifon","X"
"726","PEST08_C6","Thiabendazole","X"
"727","PEST08_C6","Thiacloprid","X"
"728","PEST08_C6","Thiamethoxam","X"
"729","PEST08_C6","Tolclofos-methyl","X"
"730","PEST08_C6","Triadimefon","X"
"731","PEST08_C6","Triadimenol","X"
"732","PEST08_C6","Trichlorfon","X"
"733","PEST08_C6","Trifloxystrobin","X"
"734","PEST08_C6","Vamidothion","X"
"735","PEST08_C6","Vinclozolin","X"
"736","AAA_C3","Acephate","X"
"737","AAA_C3","Aldrin","X"
"738","AAA_C3","Azinphos methyl","X"
"739","AAA_C3","Benalaxyl","X"
"740","AAA_C3","BHC-alpha","X"
"741","AAA_C3","BHC-beta","X"
"742","AAA_C3","BHC-delta","X"
"743","AAA_C3","BHC-gamma (Lindane)","X"
"744","AAA_C3","Total BHC","X"
"745","AAA_C3","Bifenthrin","X"
"746","AAA_C3","Bioresmethrin","X"
"747","AAA_C3","Bitertanol","X"
"748","AAA_C3","Buprofezin","X"
"749","AAA_C3","Captan","X"
"750","AAA_C3","Carbaryl","X"
"751","AAA_C3","Chlorfenapyr","X"
"752","AAA_C3","Chlorothalonil","X"
"753","AAA_C3","Chlorpyrifos","X"
"754","AAA_C3","Chlorpyrifos methyl","X"
"755","AAA_C3","Chlorthal dimethyl","X"
"756","AAA_C3","Clofentezine","X"
"757","AAA_C3","Cyfluthrin-beta","X"
"758","AAA_C3","Cyfluthrin","X"
"759","AAA_C3","Cyhalothrin","X"
"760","AAA_C3","Cyhalothrin-lambda","X"
"761","AAA_C3","Cypermethrin-alpha","X"
"762","AAA_C3","Cypermethrin","X"
"763","AAA_C3","Cyproconazole","X"
"764","AAA_C3","Cyprodinil","X"
"765","AAA_C3","o,p'-DDD","X"
"766","AAA_C3","o,p'-DDE","X"
"767","AAA_C3","o,p'-DDT","X"
"768","AAA_C3","p,p'-DDD","X"
"769","AAA_C3","p,p'-DDE","X"
"770","AAA_C3","p,p'-DDT","X"
"771","AAA_C3","Total DDT Analogs","X"
"772","AAA_C3","Deltamethrin (cis & trans)","X"
"773","AAA_C3","Diazinon","X"
"774","AAA_C3","Dicloran","X"
"775","AAA_C3","Dichlorvos","X"
"776","AAA_C3","Dicofol","X"
"777","AAA_C3","Dieldrin","X"
"778","AAA_C3","Difenoconazole (cis & trans)","X"
"779","AAA_C3","Dimethoate","X"
"780","AAA_C3","Dimethomorph (-E&Z)","X"
"781","AAA_C3","Diphenylamine","X"
"782","AAA_C3","Endosulfan-alpha","X"
"783","AAA_C3","Endosulfan-beta","X"
"784","AAA_C3","Endosulfan sulfate","X"
"785","AAA_C3","Endosulfan-Total","X"
"786","AAA_C3","Fenamiphos","X"
"787","AAA_C3","Fenarimol","X"
"788","AAA_C3","Fenitrothion","X"
"789","AAA_C3","Fenoxycarb","X"
"790","AAA_C3","Fenthion","X"
"791","AAA_C3","Fenthion sulfone","X"
"792","AAA_C3","Fenthion sulfoxide","X"
"793","AAA_C3","Fenthion Total","X"
"794","AAA_C3","Fenvalerate","X"
"795","AAA_C3","Esfenvalerate","X"
"796","AAA_C3","Fipronil","X"
"797","AAA_C3","Fludioxinil","X"
"798","AAA_C3","Flusilazole","X"
"799","AAA_C3","Fluvalinate","X"
"800","AAA_C3","tau-Fluvalinate","X"
"801","AAA_C3","Hexachlorobenzene (HCB)","X"
"802","AAA_C3","Hexaconazole","X"
"803","AAA_C3","Hexythiazox","X"
"804","AAA_C3","Imazalil","X"
"805","AAA_C3","Iprodione","X"
"806","AAA_C3","Kresoxim methyl","X"
"807","AAA_C3","Linuron","X"
"808","AAA_C3","Malathion (Maldison)","X"
"809","AAA_C3","Metalaxyl","X"
"810","AAA_C3","Methamidophos","X"
"811","AAA_C3","Methidathion","X"
"812","AAA_C3","Metribuzin","X"
"813","AAA_C3","Mevinphos","X"
"814","AAA_C3","Monocrotophos","X"
"815","AAA_C3","Myclobutanil","X"
"816","AAA_C3","Omethoate","X"
"817","AAA_C3","o-Phenylphenol","X"
"818","AAA_C3","Oxyfluorfen","X"
"819","AAA_C3","Paclobutrazol","X"
"820","AAA_C3","Parathion ethyl","X"
"821","AAA_C3","Parathion methyl","X"
"822","AAA_C3","Penconazole","X"
"823","AAA_C3","Pendimethalin","X"
"824","AAA_C3","Permethrin (cis & trans)","X"
"825","AAA_C3","Phenothrin (cis & trans)","X"
"826","AAA_C3","Phorate","X"
"827","AAA_C3","Phosmet","X"
"828","AAA_C3","Piperonyl butoxide","X"
"829","AAA_C3","Pirimicarb","X"
"830","AAA_C3","Pirimiphos methyl","X"
"831","AAA_C3","Prochloraz","X"
"832","AAA_C3","Procymidone","X"
"833","AAA_C3","Profenofos","X"
"834","AAA_C3","Propargite","X"
"835","AAA_C3","Propiconazole","X"
"836","AAA_C3","Prothiofos","X"
"837","AAA_C3","Pyrethrins (sum of positives)","X"
"838","AAA_C3","Pyrimethanil","X"
"839","AAA_C3","Quintozene","X"
"840","AAA_C3","Tebuconazole","X"
"841","AAA_C3","Tebufenpyrad","X"
"842","AAA_C3","Terbufos","X"
"843","AAA_C3","Tetradifon","X"
"844","AAA_C3","Tolclofos methyl","X"
"845","AAA_C3","Triadimefon","X"
"846","AAA_C3","Triadimenol","X"
"847","AAA_C3","Trichlorfon","X"
"848","AAA_C3","Vinclozolin","X"
"849","AAA_C6","Acephate","X"
"850","AAA_C6","Aldrin","X"
"851","AAA_C6","Azinphos methyl","X"
"852","AAA_C6","Benalaxyl","X"
"853","AAA_C6","BHC-alpha","X"
"854","AAA_C6","BHC-beta","X"
"855","AAA_C6","BHC-delta","X"
"856","AAA_C6","BHC-gamma (Lindane)","X"
"857","AAA_C6","Total BHC","X"
"858","AAA_C6","Bifenthrin","X"
"859","AAA_C6","Bioresmethrin","X"
"860","AAA_C6","Bitertanol","X"
"861","AAA_C6","Buprofezin","X"
"862","AAA_C6","Captan","X"
"863","AAA_C6","Carbaryl","X"
"864","AAA_C6","Chlorfenapyr","X"
"865","AAA_C6","Chlorothalonil","X"
"866","AAA_C6","Chlorpyrifos","X"
"867","AAA_C6","Chlorpyrifos methyl","X"
"868","AAA_C6","Chlorthal dimethyl","X"
"869","AAA_C6","Clofentezine","X"
"870","AAA_C6","Cyfluthrin-beta","X"
"871","AAA_C6","Cyfluthrin","X"
"872","AAA_C6","Cyhalothrin","X"
"873","AAA_C6","Cyhalothrin-lambda","X"
"874","AAA_C6","Cypermethrin-alpha","X"
"875","AAA_C6","Cypermethrin","X"
"876","AAA_C6","Cyproconazole","X"
"877","AAA_C6","Cyprodinil","X"
"878","AAA_C6","o,p'-DDD","X"
"879","AAA_C6","o,p'-DDE","X"
"880","AAA_C6","o,p'-DDT","X"
"881","AAA_C6","p,p'-DDD","X"
"882","AAA_C6","p,p'-DDE","X"
"883","AAA_C6","p,p'-DDT","X"
"884","AAA_C6","Total DDT Analogs","X"
"885","AAA_C6","Deltamethrin (cis & trans)","X"
"886","AAA_C6","Diazinon","X"
"887","AAA_C6","Dicloran","X"
"888","AAA_C6","Dichlorvos","X"
"889","AAA_C6","Dicofol","X"
"890","AAA_C6","Dieldrin","X"
"891","AAA_C6","Difenoconazole (cis & trans)","X"
"892","AAA_C6","Dimethoate","X"
"893","AAA_C6","Dimethomorph (-E&Z)","X"
"894","AAA_C6","Diphenylamine","X"
"895","AAA_C6","Endosulfan-alpha","X"
"896","AAA_C6","Endosulfan-beta","X"
"897","AAA_C6","Endosulfan sulfate","X"
"898","AAA_C6","Endosulfan-Total","X"
"899","AAA_C6","Fenamiphos","X"
"900","AAA_C6","Fenarimol","X"
"901","AAA_C6","Fenitrothion","X"
"902","AAA_C6","Fenoxycarb","X"
"903","AAA_C6","Fenthion","X"
"904","AAA_C6","Fenthion sulfone","X"
"905","AAA_C6","Fenthion sulfoxide","X"
"906","AAA_C6","Fenthion Total","X"
"907","AAA_C6","Fenvalerate","X"
"908","AAA_C6","Esfenvalerate","X"
"909","AAA_C6","Fipronil","X"
"910","AAA_C6","Fludioxinil","X"
"911","AAA_C6","Flusilazole","X"
"912","AAA_C6","Fluvalinate","X"
"913","AAA_C6","tau-Fluvalinate","X"
"914","AAA_C6","Hexachlorobenzene (HCB)","X"
"915","AAA_C6","Hexaconazole","X"
"916","AAA_C6","Hexythiazox","X"
"917","AAA_C6","Imazalil","X"
"918","AAA_C6","Iprodione","X"
"919","AAA_C6","Kresoxim methyl","X"
"920","AAA_C6","Linuron","X"
"921","AAA_C6","Malathion (Maldison)","X"
"922","AAA_C6","Metalaxyl","X"
"923","AAA_C6","Methamidophos","X"
"924","AAA_C6","Methidathion","X"
"925","AAA_C6","Metribuzin","X"
"926","AAA_C6","Mevinphos","X"
"927","AAA_C6","Monocrotophos","X"
"928","AAA_C6","Myclobutanil","X"
"929","AAA_C6","Omethoate","X"
"930","AAA_C6","o-Phenylphenol","X"
"931","AAA_C6","Oxyfluorfen","X"
"932","AAA_C6","Paclobutrazol","X"
"933","AAA_C6","Parathion ethyl","X"
"934","AAA_C6","Parathion methyl","X"
"935","AAA_C6","Penconazole","X"
"936","AAA_C6","Pendimethalin","X"
"937","AAA_C6","Permethrin (cis & trans)","X"
"938","AAA_C6","Phenothrin (cis & trans)","X"
"939","AAA_C6","Phorate","X"
"940","AAA_C6","Phosmet","X"
"941","AAA_C6","Piperonyl butoxide","X"
"942","AAA_C6","Pirimicarb","X"
"943","AAA_C6","Pirimiphos methyl","X"
"944","AAA_C6","Prochloraz","X"
"945","AAA_C6","Procymidone","X"
"946","AAA_C6","Profenofos","X"
"947","AAA_C6","Propargite","X"
"948","AAA_C6","Propiconazole","X"
"949","AAA_C6","Prothiofos","X"
"950","AAA_C6","Pyrethrins (sum of positives)","X"
"951","AAA_C6","Pyrimethanil","X"
"952","AAA_C6","Quintozene","X"
"953","AAA_C6","Tebuconazole","X"
"954","AAA_C6","Tebufenpyrad","X"
"955","AAA_C6","Terbufos","X"
"956","AAA_C6","Tetradifon","X"
"957","AAA_C6","Tolclofos methyl","X"
"958","AAA_C6","Triadimefon","X"
"959","AAA_C6","Triadimenol","X"
"960","AAA_C6","Trichlorfon","X"
"961","AAA_C6","Vinclozolin","X"
"962","AAA_C6","Aldicarb","X"
"963","AAA_C6","Azoxystrobin","X"
"964","AAA_C6","Aminobenzimidazole-2","X"
"965","AAA_C6","Boscalid","X"
"966","AAA_C6","Carbendazim","X"
"967","AAA_C6","Chlorantraniliprole","X"
"968","AAA_C6","Dithianon","X"
"969","AAA_C6","Diuron","X"
"970","AAA_C6","Fenhexamid","X"
"971","AAA_C6","Fenpyroximate","X"
"972","AAA_C6","Flubendamide","X"
"973","AAA_C6","Imidacloprid","X"
"974","AAA_C6","Methomyl","X"
"975","AAA_C6","Methomyl oxime","X"
"976","AAA_C6","Pymetrozine","X"
"977","AAA_C6","Pyraclostrobin","X"
"978","AAA_C6","Spinetoram","X"
"979","AAA_C6","Spinosad","X"
"980","AAA_C6","Spirotetramat","X"
"981","AAA_C6","Tebufenozide","X"
"982","AAA_C6","Thiabendazole","X"
"983","AAA_C6","Thiacloprid","X"
"984","AAA_C6","Thiamethoxam","X"
"985","AAA_C6","Trifloxystrobin","X"
"986","Coles","2 4 D","X"
"987","Coles","Abamectin","X"
"988","Coles","Acephate","X"
"989","Coles","Acifluorofen","X"
"990","Coles","Aldicarb","X"
"991","Coles","Aldrin","X"
"992","Coles","Alpha BHC","X"
"993","Coles","alpha Cypermethrin","X"
"994","Coles","alpha Endosulphan","X"
"995","Coles","AMPA","X"
"996","Coles","Atrazine","X"
"997","Coles","Azinphos ethyl","X"
"998","Coles","Azinphos methyl","X"
"999","Coles","Azoxystrobin","X"
"1000","Coles","Benalaxyl","X"
"1001","Coles","Bendiocarb","X"
"1002","Coles","Beta BHC","X"
"1003","Coles","beta Cyfluthrin","X"
"1004","Coles","beta Endosulphan","X"
"1005","Coles","BHC - Total","X"
"1006","Coles","Bifenthrin","X"
"1007","Coles","Bioresmethrin","X"
"1008","Coles","Bitertanol","X"
"1009","Coles","Boscalid","X"
"1010","Coles","Bromophos ethyl","X"
"1011","Coles","Buprimate","X"
"1012","Coles","Buprofezin","X"
"1013","Coles","Cadusafos","X"
"1014","Coles","Captan","X"
"1015","Coles","Carbaryl","X"
"1016","Coles","Carbendazim / Benomyl","X"
"1017","Coles","Carbofuran","X"
"1018","Coles","Chlorantraniliprole","X"
"1019","Coles","Chlordane","X"
"1020","Coles","Chlorfenapyr","X"
"1021","Coles","Chloropicrin","X"
"1022","Coles","Chlorothalonil","X"
"1023","Coles","Chlorpyrifos","X"
"1024","Coles","Chlorpyrifos methyl","X"
"1025","Coles","Chlorthal dimethyl","X"
"1026","Coles","Clofentezine","X"
"1027","Coles","Clothiandin","X"
"1028","Coles","Cyanazine","X"
"1029","Coles","Cyfluthrin","X"
"1030","Coles","Cyhalothrin","X"
"1031","Coles","Cypermethrin","X"
"1032","Coles","Cyproconazole","X"
"1033","Coles","Cyprodinil","X"
"1034","Coles","Dazomet","X"
"1035","Coles","DDD - pp","X"
"1036","Coles","DDE - pp","X"
"1037","Coles","DDT - pp","X"
"1038","Coles","DDT - Total","X"
"1039","Coles","Delta BHC","X"
"1040","Coles","Deltamethrin","X"
"1041","Coles","Demeton-s-methyl","X"
"1042","Coles","Diazinon","X"
"1043","Coles","Dichlofluanid","X"
"1044","Coles","Dichlorprop","X"
"1045","Coles","Dichlorvos","X"
"1046","Coles","Diclofop-methyl","X"
"1047","Coles","Dicloran","X"
"1048","Coles","Dicofol","X"
"1049","Coles","Dieldrin","X"
"1050","Coles","Difenoconazole","X"
"1051","Coles","Dimethamid","X"
"1052","Coles","Dimethoate","X"
"1053","Coles","Dimethomorph","X"
"1054","Coles","Diphenylamine","X"
"1055","Coles","Diquat","X"
"1056","Coles","Disulfuton","X"
"1057","Coles","Dithianon","X"
"1058","Coles","Dithiocarbamates","X"
"1059","Coles","Diuron","X"
"1060","Coles","Endosulfan - Sulphate","X"
"1061","Coles","Endosulphan - Total","X"
"1062","Coles","Endrin","X"
"1063","Coles","Esfenvalerate","X"
"1064","Coles","Ethephon","X"
"1065","Coles","Fenamiphos","X"
"1066","Coles","Fenarimol","X"
"1067","Coles","Fenhexamid","X"
"1068","Coles","Fenitrothion","X"
"1069","Coles","Fenoxycarb","X"
"1070","Coles","Fenpyroximate","X"
"1071","Coles","Fenthion","X"
"1072","Coles","Fenvalerate","X"
"1073","Coles","Fipronil","X"
"1074","Coles","Flubendiamide","X"
"1075","Coles","Fludioxonil","X"
"1076","Coles","Fluometuron","X"
"1077","Coles","Flusilazole","X"
"1078","Coles","Fluvalinate","X"
"1079","Coles","Glufosinate","X"
"1080","Coles","Glyphosate","X"
"1081","Coles","Haloxyfop","X"
"1082","Coles","HCB","X"
"1083","Coles","Heptachlor","X"
"1084","Coles","Heptachlor epoxide","X"
"1085","Coles","Hexaconazole","X"
"1086","Coles","Hexythiazox","X"
"1087","Coles","Imazalil","X"
"1088","Coles","Imidacloprid","X"
"1089","Coles","Indoxacarb","X"
"1090","Coles","Iprodione","X"
"1091","Coles","Isoxaben","X"
"1092","Coles","Kresoxim methyl","X"
"1093","Coles","lambda Cyhalothrin","X"
"1094","Coles","Lindane","X"
"1095","Coles","Linuron","X"
"1096","Coles","Malathion","X"
"1097","Coles","MCPA","X"
"1098","Coles","Metalaxyl","X"
"1099","Coles","Metaldehyde","X"
"1100","Coles","Methabenzthiazuron","X"
"1101","Coles","Methacrifos","X"
"1102","Coles","Methamidophos","X"
"1103","Coles","Methidathion","X"
"1104","Coles","Methiocarb","X"
"1105","Coles","Methomyl","X"
"1106","Coles","Methomyl Oxime","X"
"1107","Coles","Methyl Bromide","X"
"1108","Coles","Methyl Isothiocyanate","X"
"1109","Coles","Metribuzin","X"
"1110","Coles","Mevinphos","X"
"1111","Coles","Monocrotophos","X"
"1112","Coles","Myclobutanil","X"
"1113","Coles","O- phenylphenol","X"
"1114","Coles","Omethoate","X"
"1115","Coles","Oxadixyl","X"
"1116","Coles","Oxyfluorfen","X"
"1117","Coles","Paclobutrazol","X"
"1118","Coles","Paraquat","X"
"1119","Coles","Parathion ethyl","X"
"1120","Coles","Parathion methyl","X"
"1121","Coles","Penconazole","X"
"1122","Coles","Pendimethalin","X"
"1123","Coles","Permethrin","X"
"1124","Coles","Phenothrin","X"
"1125","Coles","Phorate","X"
"1126","Coles","Phosmet","X"
"1127","Coles","Piperonyl butoxide","X"
"1128","Coles","Pirimicarb","X"
"1129","Coles","Pirimiphos methyl","X"
"1130","Coles","Prochloraz","X"
"1131","Coles","Procymidone","X"
"1132","Coles","Profenofos","X"
"1133","Coles","Propachlor","X"
"1134","Coles","Propargite","X"
"1135","Coles","Propiconazole","X"
"1136","Coles","Prosulfocarb","X"
"1137","Coles","Prothiofos","X"
"1138","Coles","Pymetrozine","X"
"1139","Coles","Pyraclostrobin","X"
"1140","Coles","Pyrasulfatole","X"
"1141","Coles","Pyrethrins","X"
"1142","Coles","Pyridaben","X"
"1143","Coles","Pyrimethanil","X"
"1144","Coles","Pyriproxifen","X"
"1145","Coles","Quiazlofop","X"
"1146","Coles","Quintozene","X"
"1147","Coles","Rotenone","X"
"1148","Coles","Simazine","X"
"1149","Coles","Spinetoram","X"
"1150","Coles","Spinosad","X"
"1151","Coles","Spirotetramat","X"
"1152","Coles","tau - Fluvalinate","X"
"1153","Coles","Tebuconazole","X"
"1154","Coles","Tebufenozide","X"
"1155","Coles","Tebufenpyrad","X"
"1156","Coles","Terbufos","X"
"1157","Coles","Tetraconazole","X"
"1158","Coles","Tetradifon","X"
"1159","Coles","Thiabendazole","X"
"1160","Coles","Thiacloprid","X"
"1161","Coles","Thiamethoxam","X"
"1162","Coles","Thiodicarb","X"
"1163","Coles","Tolclophos methyl","X"
"1164","Coles","Triadimefon","X"
"1165","Coles","Triadimenol","X"
"1166","Coles","Trichlorfon","X"
"1167","Coles","Trifloxystrobin","X"
"1168","Coles","Vamidothion","X"
"1169","Coles","Vinclozolin","X"
"1170","Coles","Zeta cypermethrin","X"
"1171","NMI (2017)","Aldrin","X"
"1172","NMI (2017)","BHC-alpha","X"
"1173","NMI (2017)","BHC-beta","X"
"1174","NMI (2017)","BHC-delta","X"
"1175","NMI (2017)","BHC - Total","X"
"1176","NMI (2017)","Chlordane","X"
"1177","NMI (2017)","DDD - o.p.","X"
"1178","NMI (2017)","DDD - p.p.","X"
"1179","NMI (2017)","DDE - o.p.","X"
"1180","NMI (2017)","DDE - p.p.","X"
"1181","NMI (2017)","DDT - o.p.","X"
"1182","NMI (2017)","DDT - p.p.","X"
"1183","NMI (2017)","DDT - Total","X"
"1184","NMI (2017)","Dicofol","X"
"1185","NMI (2017)","Dieldrin","X"
"1186","NMI (2017)","Endosulfan-alpha","X"
"1187","NMI (2017)","Endosulfan-beta","X"
"1188","NMI (2017)","Endosulfan - Sulphate","X"
"1189","NMI (2017)","Endosulfan - Total","X"
"1190","NMI (2017)","Endrin","X"
"1191","NMI (2017)","Heptachlor","X"
"1192","NMI (2017)","Heptachlor Epoxide","X"
"1193","NMI (2017)","HCB","X"
"1194","NMI (2017)","Lindane","X"
"1195","NMI (2017)","Methoxychlor","X"
"1196","NMI (2017)","Nonachlor","X"
"1197","NMI (2017)","Trichlorfon","X"
"1198","NMI (2017)","Acephate","X"
"1199","NMI (2017)","Azinphos ethyl","X"
"1200","NMI (2017)","Azinphos methyl","X"
"1201","NMI (2017)","Bromophos ethyl","X"
"1202","NMI (2017)","Carbophenothion","X"
"1203","NMI (2017)","Chlorfenvinphos","X"
"1204","NMI (2017)","Chlorpyrifos","X"
"1205","NMI (2017)","Chlorpyrifos methyl","X"
"1206","NMI (2017)","Chlorthal dimethyl","X"
"1207","NMI (2017)","Coumaphos","X"
"1208","NMI (2017)","Demeton-S-Methyl","X"
"1209","NMI (2017)","Dioxathion","X"
"1210","NMI (2017)","Diazinon","X"
"1211","NMI (2017)","Dichlorvos","X"
"1212","NMI (2017)","Dimethoate","X"
"1213","NMI (2017)","Ethion","X"
"1214","NMI (2017)","Fenamiphos","X"
"1215","NMI (2017)","Fenchlorphos","X"
"1216","NMI (2017)","Fenitrothion","X"
"1217","NMI (2017)","Fenthion","X"
"1218","NMI (2017)","Formothion","X"
"1219","NMI (2017)","Malathion","X"
"1220","NMI (2017)","Methamidophos","X"
"1221","NMI (2017)","Methacrifos","X"
"1222","NMI (2017)","Methidathion","X"
"1223","NMI (2017)","Mevinphos","X"
"1224","NMI (2017)","Monocrotophos","X"
"1225","NMI (2017)","Omethoate","X"
"1226","NMI (2017)","Parathion ethyl","X"
"1227","NMI (2017)","Parathion methyl","X"
"1228","NMI (2017)","Phorate","X"
"1229","NMI (2017)","Phosalone","X"
"1230","NMI (2017)","Phosmet","X"
"1231","NMI (2017)","Phosphamidon","X"
"1232","NMI (2017)","Pirimiphos methyl","X"
"1233","NMI (2017)","Profenofos","X"
"1234","NMI (2017)","Prothiofos","X"
"1235","NMI (2017)","Temephos","X"
"1236","NMI (2017)","Terbufos","X"
"1237","NMI (2017)","Triazophos","X"
"1238","NMI (2017)","Linuron","X"
"1239","NMI (2017)","Metribuzin","X"
"1240","NMI (2017)","Molinate","X"
"1241","NMI (2017)","Oxyfluorfen","X"
"1242","NMI (2017)","Pendimethalin","X"
"1243","NMI (2017)","Propachlor","X"
"1244","NMI (2017)","Trifluralin","X"
"1245","NMI (2017)","Buprofezin","X"
"1246","NMI (2017)","Clofentezine","X"
"1247","NMI (2017)","Disulphoton","X"
"1248","NMI (2017)","Etoxazole","X"
"1249","NMI (2017)","Hexythiazox","X"
"1250","NMI (2017)","Propargite","X"
"1251","NMI (2017)","Tebufenpyrad","X"
"1252","NMI (2017)","Tetradifon","X"
"1253","NMI (2017)","Benalaxyl","X"
"1254","NMI (2017)","Bitertanol","X"
"1255","NMI (2017)","Boscalid","X"
"1256","NMI (2017)","Captan","X"
"1257","NMI (2017)","Chlorothalonil","X"
"1258","NMI (2017)","Cyproconazole","X"
"1259","NMI (2017)","Cyprodinil","X"
"1260","NMI (2017)","Diclofluanid","X"
"1261","NMI (2017)","Dicloran","X"
"1262","NMI (2017)","Difenoconazole","X"
"1263","NMI (2017)","Dimethomorph","X"
"1264","NMI (2017)","Diphenylamine","X"
"1265","NMI (2017)","Fenarimol","X"
"1266","NMI (2017)","Fludioxonil","X"
"1267","NMI (2017)","Flusilazole","X"
"1268","NMI (2017)","Hexaconazole","X"
"1269","NMI (2017)","Imazalil","X"
"1270","NMI (2017)","Iprodione","X"
"1271","NMI (2017)","Kresoxim methyl","X"
"1272","NMI (2017)","Metalaxyl","X"
"1273","NMI (2017)","Myclobutanil","X"
"1274","NMI (2017)","Oxadixyl","X"
"1275","NMI (2017)","Oxycarboxin","X"
"1276","NMI (2017)","Paclobutrazol","X"
"1277","NMI (2017)","Penconazole","X"
"1278","NMI (2017)","Piperonyl butoxide","X"
"1279","NMI (2017)","Prochloraz","X"
"1280","NMI (2017)","Procymidone","X"
"1281","NMI (2017)","Propiconazole","X"
"1282","NMI (2017)","Pyraclostrobin","X"
"1283","NMI (2017)","Pyrimethanil","X"
"1284","NMI (2017)","Quintozene","X"
"1285","NMI (2017)","Tebuconazole","X"
"1286","NMI (2017)","Tolcophos methyl","X"
"1287","NMI (2017)","Tolylfluanid","X"
"1288","NMI (2017)","Triadimefon","X"
"1289","NMI (2017)","Triadimenol","X"
"1290","NMI (2017)","Vinclozolin","X"
"1291","NMI (2017)","Chlorfenapyr","X"
"1292","NMI (2017)","O-Phenylphenol","X"
"1293","NMI (2017)","Aldicarb (sulphone & sulphoxide)","X"
"1294","NMI (2017)","Carbaryl","X"
"1295","NMI (2017)","Pirimicarb","X"
"1296","NMI (2017)","Bifenthrin","X"
"1297","NMI (2017)","Bioresmethrin","X"
"1298","NMI (2017)","Cyfluthrin-beta","X"
"1299","NMI (2017)","Cyfluthrin","X"
"1300","NMI (2017)","Cyhalothrin-lambda","X"
"1301","NMI (2017)","Cyhalothrin","X"
"1302","NMI (2017)","Cypermethrin-alpha","X"
"1303","NMI (2017)","Cypermethrin","X"
"1304","NMI (2017)","Deltamethrin","X"
"1305","NMI (2017)","Esfenvalerate","X"
"1306","NMI (2017)","Fenvalarate","X"
"1307","NMI (2017)","Fluvalinate","X"
"1308","NMI (2017)","tau-Fluvalinate","X"
"1309","NMI (2017)","Permethrin","X"
"1310","NMI (2017)","Phenothrin","X"
"1311","NMI (2017)","Pyrethrins","X"
"1312","NMI (2017)","Acetamiprid","X"
"1313","NMI (2017)","Chlorantaniliprole","X"
"1314","NMI (2017)","Clothianidin","X"
"1315","NMI (2017)","Fenoxycarb","X"
"1316","NMI (2017)","Fipronil","X"
"1317","NMI (2017)","Flubendiamide","X"
"1318","NMI (2017)","Indoxacarb","X"
"1319","NMI (2017)","Pyriproxyfen","X"
"1320","NMI (2017)","Spinetoram","X"
"1321","NMI (2017)","Spirotetramat","X"
"1322","NMI (2017)","Thiamethoxam","X"
"1323","NMI (2017)","Azoxystrobin","X"
"1324","NMI (2017)","Benomyl","X"
"1325","NMI (2017)","Benzyladenine","X"
"1326","NMI (2017)","Carbendazim","X"
"1327","NMI (2017)","Diuron","X"
"1328","NMI (2017)","Fenhexamid","X"
"1329","NMI (2017)","Fenpyroximate","X"
"1330","NMI (2017)","Imidacloprid","X"
"1331","NMI (2017)","Methomyl","X"
"1332","NMI (2017)","Methomyl oxime","X"
"1333","NMI (2017)","Methomyl Total","X"
"1334","NMI (2017)","Pymetrozine","X"
"1335","NMI (2017)","Spinosad","X"
"1336","NMI (2017)","Tebufenozide","X"
"1337","NMI (2017)","Thiabendazole","X"
"1338","NMI (2017)","Thiacloprid","X"
"1339","NMI (2017)","Trifloxystrobin","X"
"1340","NMI (2017)","Methiocarb","X"
"1341","NMI (2017)","Epoxiconazole","X"
"1342","NMI (2017)","Fenpyrazamine","X"
"1343","NMI (2017)","Mandipropamid","X"
"1344","NMI (2017)","Metrafenone","X"
"1345","NMI (2017)","Propamocarb","X"
"1346","NMI (2017)","Atrazine","X"
"1347","NMI (2017)","Bromacil","X"
"1348","NMI (2017)","Carfentrazone Ethyl","X"
"1349","NMI (2017)","Ethofumesate","X"
"1350","NMI (2017)","Isoxaben","X"
"1351","NMI (2017)","Methabenzthiazuron","X"
"1352","NMI (2017)","Metolachlor","X"
"1353","NMI (2017)","Napropamide","X"
"1354","NMI (2017)","Norflurazon","X"
"1355","NMI (2017)","Propyzamide","X"
"1356","NMI (2017)","Simazine","X"
"1357","NMI (2017)","Emamectin","X"
"1358","NMI (2017)","Methoxyfenozide","X"
"1359","NMI (2017)","Novaluron","X"
"1360","NMI (2017)","Vamidothion","X"
"1361","ALS_C6","Abamectin","X"
"1362","ALS_C6","Acephate","X"
"1363","ALS_C6","Aldrin","X"
"1364","ALS_C6","Azinphos-ethyl","X"
"1365","ALS_C6","Azinphos-methyl","X"
"1366","ALS_C6","Azoxystrobin","X"
"1367","ALS_C6","Benalaxyl","X"
